"OrderID","ProductID","UnitPrice","Quantity","Discount"
59,90,5429.79,14,0.0
60,17,1006.98,13,0.2
60,35,5688.45,9,0.1
60,36,288.84,12,0.1
60,52,9698.44,7,0.1
60,81,2065.29,10,0.2
61,39,640.52,5,0.0
61,47,8383.33,17,0.05
62,2,893.74,7,0.0
62,23,5958.00,10,0.0
62,37,2808.89,20,0.2
62,40,3910.91,9,0.1
62,41,3728.40,2,0.0
63,9,9354.81,11,0.1
63,17,1013.27,4,0.1
63,59,7038.49,4,0.1
64,12,1841.89,1,0.0
64,54,5106.62,8,0.05
64,57,730.44,18,0.05
64,68,5032.54,2,0.05
64,73,4430.16,16,0.05
65,46,6530.39,16,0.2
65,53,7072.83,10,0.05
65,71,8700.45,3,0.15
65,85,9837.19,10,0.2
66,55,392.57,10,0.1
67,35,5671.19,18,0.0
67,61,8824.32,18,0.0
67,73,4719.81,18,0.1
67,75,4250.26,5,0.1
67,91,6700.31,17,0.1
68,7,6495.08,15,0.1
68,9,8975.88,8,0.15
68,24,7890.32,7,0.05
68,54,5311.08,7,0.15
68,56,7745.10,4,0.2
69,4,3778.45,14,0.0
69,57,745.22,1,0.0
69,76,9422.90,6,0.2
69,96,1258.86,4,0.0
70,14,2180.35,6,0.1
70,17,1036.52,3,0.1
70,57,727.26,4,0.1
70,72,9958.71,19,0.15
70,95,1447.99,14,0.0
71,22,4169.89,15,0.1
71,23,6276.24,18,0.2
71,94,9408.27,7,0.15
72,18,5745.82,10,0.05
72,76,9645.32,1,0.15
72,89,4068.55,17,0.05
73,38,9739.46,8,0.1
73,48,7920.29,18,0.15
73,89,4347.12,11,0.05
73,96,1162.68,18,0.1
74,2,876.57,12,0.05
74,7,6409.78,9,0.0
74,26,4676.41,8,0.1
74,53,6699.02,6,0.15
74,86,5249.69,14,0.1
75,22,4275.37,18,0.05
75,42,9669.36,19,0.15
75,77,206.50,2,0.1
76,23,6193.29,20,0.2
76,25,1419.93,15,0.15
76,54,5292.99,16,0.0
76,57,694.10,14,0.15
76,60,4921.84,16,0.1
77,23,6084.16,14,0.05
77,27,9507.49,14,0.2
78,84,4814.85,8,0.2
79,22,4071.73,9,0.0
79,61,8836.03,20,0.1
79,84,4842.54,20,0.2
79,93,6490.60,3,0.1
79,94,9393.04,7,0.1
80,48,7731.33,5,0.1
80,62,5330.98,14,0.15
80,100,388.23,16,0.2
81,22,3966.10,5,0.15
82,12,1891.15,1,0.1
83,7,6560.19,5,0.0
83,72,9701.61,18,0.15
83,82,4625.39,5,0.0
83,83,9656.65,8,0.2
84,15,2722.71,20,0.05
84,76,9778.86,7,0.05
84,100,398.47,7,0.2
85,2,849.13,6,0.05
85,15,2653.88,13,0.1
85,64,967.59,17,0.05
86,9,8863.09,18,0.1
87,51,1682.07,15,0.15
87,98,1716.26,16,0.0
88,33,221.67,8,0.0
89,21,6920.46,8,0.05
90,37,2829.81,6,0.1
90,39,610.08,10,0.05
90,44,4292.29,15,0.05
90,71,7938.91,7,0.15
91,4,3725.55,15,0.0
91,92,1208.64,16,0.15
92,38,9126.23,2,0.15
92,46,5979.25,8,0.1
92,89,4062.61,7,0.15
93,74,1670.73,9,0.2
94,12,1878.95,10,0.1
94,35,5556.88,7,0.1
94,61,8355.29,6,0.1
94,92,1189.72,1,0.05
95,9,8890.16,4,0.05
95,81,2004.47,8,0.05
95,89,4053.62,20,0.0
95,95,1352.32,1,0.15
96,1,5642.17,19,0.15
96,37,3041.59,13,0.0
96,54,5092.14,15,0.15
96,64,914.41,4,0.15
97,83,9310.43,7,0.1
98,14,2199.39,8,0.1
98,98,1751.92,15,0.0
99,64,976.96,4,0.15
100,81,2084.58,6,0.05
101,11,1711.26,9,0.0
101,37,3090.18,8,0.15
101,80,7746.52,18,0.15
102,38,9368.32,15,0.2
102,67,4913.85,9,0.05
102,73,4405.56,3,0.2
103,26,4998.66,8,0.2
103,27,9389.48,11,0.0
103,34,2901.05,12,0.05
103,39,625.31,18,0.15
104,27,10116.64,4,0.0
104,43,2690.82,18,0.2
104,44,4465.18,7,0.1
104,82,4584.49,4,0.15
104,83,9426.45,4,0.05
105,3,3487.19,17,0.2
105,68,5390.39,1,0.15
105,95,1341.13,6,0.0
106,83,9627.66,6,0.1
106,100,404.72,6,0.0
107,30,8589.32,13,0.15
107,40,3685.78,16,0.2
107,57,737.42,14,0.1
107,71,8267.63,15,0.05
107,86,5087.87,11,0.2
108,15,2754.65,12,0.05
108,17,998.21,6,0.0
108,26,4907.82,20,0.0
108,71,8632.00,3,0.2
108,100,384.95,15,0.15
109,3,3363.93,15,0.2
109,37,3055.12,9,0.1
109,45,5528.37,3,0.15
109,47,8225.12,4,0.2
109,87,4296.40,8,0.2
110,7,6901.94,5,0.2
110,11,1603.20,16,0.0
110,41,3672.21,1,0.05
110,80,8114.60,14,0.05
110,94,9352.23,6,0.1
111,10,2969.18,6,0.15
111,36,278.72,19,0.1
112,27,10080.53,16,0.2
113,99,965.30,5,0.1
114,6,265.56,14,0.05
114,21,6809.20,8,0.05
114,55,376.55,12,0.1
114,66,1907.57,3,0.05
114,75,4117.04,10,0.15
115,7,6775.80,5,0.15
115,11,1614.95,6,0.05
116,1,5955.58,16,0.15
116,7,6357.05,6,0.05
116,57,751.94,20,0.2
116,77,216.52,7,0.1
117,28,609.11,10,0.15
117,73,4594.05,15,0.0
117,94,9358.67,15,0.2
118,69,1931.78,1,0.0
119,3,3511.26,17,0.15
119,57,747.91,12,0.1
119,68,5011.42,20,0.2
119,86,5223.42,3,0.05
120,62,5253.89,19,0.0
121,8,3239.15,4,0.0
121,10,2756.18,11,0.05
121,57,698.83,5,0.05
121,61,8414.04,7,0.05
121,96,1244.32,4,0.2
122,64,977.77,20,0.1
123,8,3022.56,12,0.0
123,12,1735.39,11,0.0
123,41,3922.92,13,0.05
123,64,955.06,8,0.05
123,85,10120.79,18,0.15
124,59,6980.24,20,0.2
125,23,6223.98,15,0.05
125,47,8263.77,15,0.05
125,88,5605.00,17,0.15
125,89,4231.51,6,0.0
126,36,282.01,7,0.0
127,79,8643.35,14,0.2
127,87,4064.26,11,0.2
128,12,1895.44,12,0.0
128,18,5857.04,1,0.15
128,43,2916.57,6,0.2
128,81,2066.67,4,0.1
129,9,9166.07,2,0.15
129,55,368.50,4,0.1
129,88,5421.16,19,0.1
129,96,1278.11,9,0.1
130,9,8893.04,6,0.1
130,33,218.84,19,0.0
130,65,4267.23,4,0.15
130,84,4799.79,4,0.0
130,95,1415.19,19,0.1
131,27,9933.45,12,0.15
131,29,501.96,20,0.15
131,69,2063.65,9,0.0
132,4,3747.27,15,0.15
132,33,219.32,9,0.05
132,53,6537.69,11,0.05
132,56,8001.22,19,0.1
133,30,8135.85,5,0.05
133,40,3676.21,15,0.2
133,82,4500.48,4,0.1
134,45,5501.63,20,0.2
134,75,4121.13,14,0.05
135,34,2860.67,17,0.0
135,52,8836.14,16,0.05
135,57,688.95,7,0.15
135,84,4619.26,6,0.15
136,61,9095.46,6,0.1
136,82,4585.92,2,0.2
137,4,3756.72,13,0.05
137,66,1907.64,11,0.15
137,67,5183.36,13,0.2
137,94,9524.23,5,0.2
138,7,6495.91,12,0.0
138,27,9399.05,3,0.2
138,42,9208.34,6,0.1
138,69,1915.60,14,0.2
139,2,857.06,20,0.2
140,45,5318.40,14,0.15
140,62,5333.36,20,0.05
140,65,4555.23,2,0.1
140,70,3526.22,19,0.15
140,98,1635.85,20,0.05
141,23,5951.94,8,0.15
141,74,1631.24,18,0.2
141,92,1216.23,20,0.2
141,97,1696.90,18,0.15
142,35,5410.28,15,0.0
142,36,280.51,19,0.05
142,59,6701.02,11,0.05
143,10,2912.04,12,0.0
143,18,6101.23,8,0.05
143,39,605.97,18,0.05
143,70,3627.62,1,0.15
144,10,2793.34,18,0.2
144,37,3039.80,4,0.15
144,84,4962.83,15,0.2
144,90,5245.16,19,0.1
145,29,495.01,20,0.0
145,65,4178.89,19,0.1
145,80,8389.38,7,0.0
145,84,4768.18,15,0.05
146,75,4005.52,7,0.05
147,25,1383.75,20,0.15
147,60,4680.29,17,0.15
147,72,9796.46,6,0.05
148,80,7875.33,18,0.15
149,14,2187.85,11,0.2
149,29,508.78,15,0.1
149,36,265.89,1,0.15
149,87,4227.78,19,0.1
149,89,3999.86,18,0.2
150,54,5044.52,1,0.0
150,85,9917.40,6,0.15
151,29,505.60,1,0.05
151,32,8163.57,12,0.2
151,73,4395.52,16,0.05
152,22,4193.56,15,0.1
152,26,4892.96,15,0.05
152,52,9689.16,7,0.2
152,69,1884.86,2,0.2
152,84,4617.40,15,0.05
153,30,8111.99,20,0.2
153,72,9399.87,1,0.2
154,17,1029.68,12,0.2
155,24,7327.08,16,0.1
155,49,7056.76,2,0.2
155,81,2071.76,17,0.1
155,86,5330.41,20,0.0
156,10,2739.12,10,0.15
156,34,2911.87,14,0.2
156,51,1718.11,7,0.2
156,61,8564.53,2,0.2
156,93,6168.73,6,0.0
157,86,4986.88,9,0.0
157,88,5766.35,17,0.2
158,15,2721.10,8,0.1
158,26,4891.75,4,0.15
158,56,7862.49,10,0.0
159,21,7002.13,18,0.2
159,83,9375.07,13,0.05
159,100,398.04,1,0.1
160,5,4507.06,17,0.1
160,6,255.97,3,0.2
160,8,3154.94,19,0.0
160,87,4284.35,10,0.2
161,48,7971.28,4,0.2
162,13,9233.27,16,0.15
162,85,10074.29,13,0.15
163,5,4557.13,19,0.0
163,22,4151.22,5,0.2
164,6,249.91,16,0.15
164,59,6686.15,17,0.2
164,76,9549.58,16,0.0
164,82,4774.42,8,0.15
165,82,4758.52,10,0.05
165,99,935.41,1,0.0
166,26,4763.41,7,0.15
166,41,4001.36,2,0.15
167,51,1759.62,15,0.2
167,55,370.05,10,0.15
167,68,5244.46,1,0.0
167,97,1653.18,7,0.2
168,7,6906.75,13,0.2
168,36,276.69,9,0.15
168,48,7463.86,3,0.2
168,95,1461.66,17,0.1
169,26,4736.86,7,0.1
170,29,494.98,11,0.05
170,50,4894.65,17,0.0
170,84,4910.22,13,0.1
170,93,6230.40,3,0.0
171,5,4486.90,15,0.1
171,26,4700.55,14,0.0
171,49,7185.27,13,0.2
172,29,520.10,3,0.15
172,35,5349.13,19,0.2
172,46,6549.85,1,0.2
173,86,5077.49,10,0.1
174,12,1743.63,5,0.15
174,30,8160.70,5,0.2
174,69,1895.91,14,0.0
175,64,988.20,20,0.2
175,86,5404.25,13,0.0
175,87,4070.33,17,0.05
176,78,5369.04,2,0.2
177,53,6608.91,5,0.05
177,75,4019.56,16,0.2
177,89,4087.84,11,0.1
178,14,2253.61,20,0.05
178,15,2776.45,17,0.15
178,23,6177.58,5,0.05
179,33,227.38,15,0.05
179,64,951.85,1,0.15
179,78,5052.79,17,0.15
179,97,1595.29,10,0.2
179,100,408.46,8,0.05
180,8,3151.66,10,0.1
180,50,5008.19,3,0.15
180,53,7016.81,6,0.05
181,8,3001.92,2,0.1
181,46,6472.73,15,0.05
181,66,1963.36,5,0.1
181,78,5157.89,19,0.15
182,37,2902.53,14,0.2
182,64,957.47,12,0.1
182,81,1993.14,7,0.0
182,85,9879.79,2,0.1
183,9,9611.01,13,0.0
183,11,1701.13,16,0.0
183,42,9226.86,14,0.1
184,10,2766.70,4,0.1
184,43,2701.53,1,0.0
184,52,9286.35,19,0.0
184,96,1189.96,12,0.15
185,7,6378.56,12,0.1
185,35,5213.01,17,0.1
186,85,9605.37,6,0.0
187,6,256.30,5,0.2
187,25,1418.37,8,0.05
188,18,5898.50,17,0.15
188,41,3757.17,11,0.15
188,79,9231.38,10,0.05
188,82,4884.55,9,0.0
188,84,4709.33,4,0.15
189,54,5212.08,1,0.0
190,35,5619.57,10,0.0
190,43,2721.41,13,0.1
190,79,9022.28,12,0.0
190,82,4548.57,3,0.0
190,100,384.80,9,0.05
191,11,1629.19,6,0.0
191,17,965.47,7,0.0
191,54,4872.54,19,0.05
191,70,3770.97,3,0.15
192,70,3515.56,10,0.15
192,80,7949.56,1,0.2
192,98,1696.41,12,0.0
193,5,4236.04,18,0.1
193,22,4135.61,20,0.2
193,35,5534.74,9,0.1
193,56,8014.12,8,0.1
194,14,2190.79,14,0.15
194,35,5630.01,3,0.15
194,78,5305.66,9,0.0
194,91,6712.95,2,0.0
195,5,4202.81,3,0.15
195,76,9898.71,14,0.0
196,21,7262.81,17,0.15
196,83,10003.89,3,0.15
197,10,2866.02,16,0.1
197,61,8442.60,6,0.2
198,5,4218.77,10,0.2
198,53,7006.70,4,0.1
198,72,9448.33,8,0.2
198,74,1687.87,16,0.1
199,26,4832.66,18,0.1
199,81,2090.18,2,0.0
199,92,1217.39,6,0.15
200,21,7176.72,16,0.15
200,64,960.30,8,0.15
200,71,8756.90,11,0.1
200,83,9803.19,9,0.0
201,43,2853.74,19,0.2
201,45,5458.31,12,0.1
201,91,6581.76,15,0.2
202,9,9077.27,6,0.05
202,25,1402.70,8,0.0
202,33,227.03,8,0.0
202,44,4442.47,8,0.2
203,24,7238.56,9,0.15
204,7,6856.92,8,0.1
204,14,2298.14,14,0.0
204,38,8943.33,13,0.05
205,28,592.10,18,0.05
205,53,7007.33,10,0.2
206,21,7078.49,18,0.0
206,24,7660.16,13,0.2
206,84,4811.92,2,0.1
206,88,5364.34,1,0.0
207,11,1708.59,7,0.2
207,57,744.39,16,0.15
207,62,4996.66,2,0.15
208,47,8430.70,4,0.0
208,55,390.82,8,0.1
208,72,10148.60,7,0.05
208,91,6614.73,10,0.2
208,99,949.83,5,0.1
209,18,5709.93,2,0.2
209,25,1443.20,7,0.15
209,53,6638.53,2,0.2
209,64,942.74,9,0.1
210,66,1909.20,19,0.15
211,21,6644.20,6,0.1
211,64,902.28,10,0.05
212,45,5143.11,1,0.0
212,66,1896.85,18,0.05
213,8,3231.11,13,0.2
213,17,1014.74,4,0.2
213,25,1474.98,16,0.0
213,45,5513.92,4,0.2
213,90,5370.91,7,0.1
214,28,628.75,4,0.1
214,91,6197.98,2,0.05
215,95,1419.96,19,0.2
216,46,6193.83,7,0.15
216,84,4730.92,5,0.05
217,1,5398.75,9,0.1
217,41,3922.51,16,0.1
217,80,8342.48,1,0.1
218,12,1821.37,17,0.1
218,29,514.86,10,0.0
218,36,263.25,14,0.05
218,43,2873.54,10,0.15
218,49,7178.12,14,0.0
219,2,881.54,8,0.0
219,7,6528.99,12,0.15
219,18,6028.87,16,0.15
219,30,8092.68,1,0.2
219,54,4935.54,7,0.1
220,62,5107.09,4,0.05
221,14,2320.30,5,0.2
221,25,1343.31,11,0.15
221,61,8902.71,5,0.0
221,100,412.91,20,0.0
222,30,8618.85,6,0.05
222,40,3642.60,17,0.15
222,69,1937.41,20,0.05
222,86,5074.38,3,0.0
223,2,909.12,2,0.1
223,92,1236.94,18,0.1
224,4,3598.45,20,0.05
224,39,662.20,4,0.1
224,96,1237.69,6,0.15
225,52,9661.68,2,0.2
225,78,5379.23,13,0.05
226,5,4451.77,12,0.2
226,52,9176.17,7,0.1
226,61,8812.52,4,0.0
226,80,8508.43,18,0.05
226,85,9913.12,8,0.2
227,23,5848.20,11,0.0
227,80,8274.02,2,0.1
227,85,9568.16,10,0.0
228,96,1175.13,14,0.05
229,35,5155.81,13,0.0
229,48,7403.68,4,0.05
229,66,1903.21,19,0.2
229,73,4527.13,12,0.05
229,98,1755.63,3,0.2
230,4,3692.87,5,0.1
230,37,2909.33,9,0.15
230,60,4923.33,6,0.1
231,32,8774.71,18,0.0
231,35,5179.86,10,0.05
231,70,3598.13,17,0.15
232,82,4745.27,3,0.2
232,88,5446.40,19,0.15
233,3,3292.10,6,0.0
233,82,4526.06,8,0.15
234,44,4510.51,7,0.2
234,69,2027.21,17,0.0
234,82,4564.53,1,0.1
235,88,5550.79,16,0.2
236,27,9930.34,14,0.05
236,46,6337.24,16,0.1
236,90,5473.77,8,0.1
236,96,1174.97,15,0.05
237,2,837.45,14,0.15
237,7,6370.68,19,0.2
237,47,7952.03,20,0.2
237,50,5110.76,20,0.05
237,51,1834.11,3,0.05
238,3,3457.83,11,0.15
238,50,5047.03,10,0.15
238,76,9728.24,20,0.2
238,88,5615.67,2,0.0
239,27,9569.68,3,0.15
239,41,3927.52,12,0.2
239,53,6783.12,5,0.1
239,82,4893.75,8,0.2
240,70,3702.18,1,0.2
241,13,9469.52,7,0.05
241,59,6627.45,20,0.0
241,68,5180.96,4,0.05
241,76,9345.89,17,0.0
242,28,609.66,5,0.2
242,52,9499.37,16,0.2
242,61,8413.75,6,0.0
242,84,4721.71,14,0.05
242,88,5650.05,9,0.05
243,10,2723.82,1,0.15
243,41,3673.61,20,0.0
243,56,8549.81,20,0.05
244,25,1357.60,1,0.1
244,52,9641.25,1,0.05
244,61,8669.35,4,0.0
244,81,1960.82,10,0.0
245,3,3595.09,2,0.2
246,2,914.24,1,0.2
246,21,7291.61,5,0.0
247,4,3585.68,11,0.15
247,44,4328.97,16,0.15
247,48,7314.62,20,0.1
247,55,390.57,5,0.0
247,75,4032.15,7,0.1
248,48,7706.18,5,0.2
248,79,8811.10,1,0.15
248,94,9575.56,10,0.05
249,6,255.52,20,0.0
249,67,4904.18,4,0.0
249,98,1699.10,5,0.05
250,35,5374.55,11,0.0
250,55,386.90,12,0.05
251,26,4808.90,3,0.0
252,5,4270.00,14,0.2
252,70,3730.58,18,0.15
252,75,3944.61,18,0.05
253,38,9071.04,8,0.15
253,59,7052.40,16,0.1
253,99,976.49,18,0.2
254,10,2839.53,13,0.15
254,87,4159.06,18,0.0
254,90,5191.17,13,0.2
255,5,4220.84,14,0.1
255,25,1441.29,6,0.1
255,37,2849.21,14,0.0
255,39,653.89,19,0.05
255,77,200.47,19,0.05
256,24,7629.61,15,0.0
256,56,8269.57,17,0.05
256,78,5163.62,5,0.15
256,83,9744.69,1,0.0
256,92,1202.68,10,0.0
257,68,5411.72,4,0.05
258,43,2805.49,4,0.05
258,56,8317.11,7,0.05
258,72,9785.04,9,0.05
258,79,9091.15,19,0.15
259,11,1688.06,4,0.1
259,54,4941.69,20,0.0
259,75,4212.06,13,0.1
260,52,8957.26,3,0.05
260,55,378.84,11,0.0
260,72,9584.64,15,0.2
261,3,3550.59,7,0.0
261,82,4752.27,10,0.2
262,68,5364.57,11,0.2
262,70,3778.65,18,0.0
262,82,4878.21,20,0.15
262,89,4057.24,16,0.0
262,92,1264.29,5,0.0
263,36,274.54,14,0.15
263,66,1979.22,12,0.0
264,41,3707.07,4,0.0
264,42,9313.63,4,0.05
264,43,2941.65,4,0.15
264,71,8396.39,11,0.05
265,13,9296.15,16,0.05
265,50,5057.49,12,0.0
265,62,4980.93,1,0.05
265,74,1642.83,9,0.15
266,11,1616.94,6,0.2
266,76,9139.06,14,0.0
267,30,8676.46,5,0.1
267,69,2004.47,7,0.05
267,71,8001.07,11,0.2
267,94,9294.36,3,0.1
268,4,3606.10,19,0.1
268,6,263.07,10,0.15
268,14,2240.15,17,0.0
269,9,9659.69,1,0.0
269,14,2315.46,20,0.05
269,53,6803.01,13,0.2
269,71,8366.40,8,0.1
269,82,4702.36,14,0.0
270,38,9095.20,4,0.15
271,7,6753.54,16,0.15
271,11,1595.33,12,0.15
271,27,9478.85,12,0.15
271,75,4144.39,7,0.05
271,80,7867.14,11,0.0
272,86,5095.15,8,0.2
273,1,5463.58,12,0.05
273,5,4497.77,5,0.0
273,37,3100.22,13,0.0
273,47,7979.94,7,0.05
274,10,2827.09,2,0.05
275,3,3503.44,15,0.05
275,22,4109.39,14,0.2
275,40,3640.78,2,0.15
275,49,7620.54,3,0.1
275,80,7864.34,1,0.15
276,85,9630.64,16,0.2
276,98,1714.00,11,0.1
277,60,4910.41,2,0.05
278,12,1739.61,15,0.05
279,11,1638.53,2,0.2
279,25,1470.92,10,0.1
279,71,8114.73,19,0.15
279,96,1261.41,5,0.2
280,15,2723.06,9,0.2
280,26,4865.00,6,0.1
280,90,5413.91,18,0.2
280,93,6542.51,3,0.0
281,66,1830.87,20,0.0
281,80,8391.61,14,0.2
281,99,1007.89,10,0.15
282,18,5962.24,8,0.1
282,48,7937.32,1,0.0
282,86,5444.13,10,0.2
282,96,1185.57,20,0.1
282,98,1669.35,4,0.2
283,18,5568.36,18,0.05
283,25,1469.93,10,0.1
283,65,4529.21,15,0.2
283,67,5200.83,2,0.2
284,2,883.64,10,0.15
284,42,9294.45,4,0.2
284,49,7168.16,16,0.15
284,87,4074.93,16,0.05
284,89,4255.69,14,0.05
285,33,215.92,17,0.05
285,70,3845.33,6,0.1
285,73,4392.34,13,0.2
285,75,4087.15,1,0.15
286,34,2759.64,20,0.05
286,53,7034.72,7,0.0
286,79,9338.82,4,0.15
286,97,1587.70,11,0.1
286,99,922.41,4,0.15
287,4,3696.33,16,0.1
287,42,9343.99,13,0.15
287,44,4466.14,7,0.1
287,79,9060.16,2,0.15
287,92,1214.26,13,0.0
288,29,504.08,15,0.05
289,65,4306.00,16,0.2
289,86,5264.89,15,0.15
289,96,1236.37,12,0.2
290,44,4375.90,10,0.1
290,59,6764.15,20,0.15
290,87,3917.32,11,0.1
290,92,1270.42,16,0.1
291,40,3698.72,8,0.1
292,11,1735.50,9,0.2
292,73,4505.78,1,0.0
292,89,4177.68,10,0.0
293,15,2779.68,2,0.2
293,37,3003.77,1,0.05
294,15,2755.66,5,0.2
294,60,5000.41,8,0.05
294,61,8870.45,3,0.0
294,91,6720.66,2,0.15
295,6,251.34,13,0.1
295,66,1797.01,7,0.15
295,91,6367.05,4,0.15
296,36,280.42,19,0.0
296,92,1274.64,11,0.15
296,94,9553.51,14,0.2
297,33,216.23,4,0.1
298,39,613.01,17,0.2
298,42,9873.17,15,0.2
298,52,9075.88,15,0.0
298,54,4914.58,18,0.1
298,75,4225.65,10,0.1
299,27,10230.34,9,0.2
299,81,2072.21,1,0.05
299,97,1707.23,16,0.05
300,22,3971.39,9,0.2
300,53,6831.48,18,0.15
300,60,4961.73,17,0.15
301,99,945.75,6,0.15
302,10,2967.88,10,0.05
302,18,5544.38,1,0.2
302,27,9770.31,5,0.2
302,29,535.84,20,0.2
303,11,1594.10,14,0.0
303,30,8582.11,18,0.15
303,34,2915.28,11,0.15
303,82,4518.23,12,0.15
303,99,932.56,1,0.0
304,3,3379.40,15,0.05
304,38,9627.60,6,0.15
304,80,7901.49,5,0.2
305,2,878.69,7,0.1
305,23,6211.05,8,0.15
305,94,9217.32,8,0.0
306,18,5664.67,13,0.1
306,60,4760.69,20,0.05
306,61,9005.47,5,0.05
307,95,1463.58,8,0.1
308,37,2988.05,7,0.1
308,44,4484.38,10,0.15
309,8,3241.45,16,0.0
309,46,6168.95,19,0.1
309,74,1717.05,18,0.0
309,79,9212.02,1,0.05
310,42,9753.66,14,0.1
310,70,3761.85,19,0.2
310,88,5483.82,1,0.2
311,48,7652.12,14,0.1
311,57,728.67,14,0.05
311,70,3811.28,3,0.0
311,86,5373.87,20,0.05
