:START_ID(Order),:END_ID(Shipper),:TYPE
85,10,SHIPPED_VIA
86,5,SHIPPED_VIA
87,9,SHIPPED_VIA
88,1,SHIPPED_VIA
89,4,SHIPPED_VIA
90,4,SHIPPED_VIA
91,4,SHIPPED_VIA
92,6,SHIPPED_VIA
93,7,SHIPPED_VIA
94,9,SHIPPED_VIA
95,5,SHIPPED_VIA
96,5,SHIPPED_VIA
97,6,SHIPPED_VIA
98,4,SHIPPED_VIA
99,3,SHIPPED_VIA
100,9,SHIPPED_VIA
101,6,SHIPPED_VIA
102,6,SHIPPED_VIA
103,7,SHIPPED_VIA
104,6,SHIPPED_VIA
105,2,SHIPPED_VIA
106,1,SHIPPED_VIA
107,3,SHIPPED_VIA
108,2,SHIPPED_VIA
109,1,SHIPPED_VIA
110,7,SHIPPED_VIA
111,10,SHIPPED_VIA
112,5,SHIPPED_VIA
113,10,SHIPPED_VIA
114,4,SHIPPED_VIA
115,5,SHIPPED_VIA
116,8,SHIPPED_VIA
117,8,SHIPPED_VIA
118,4,SHIPPED_VIA
119,8,SHIPPED_VIA
120,8,SHIPPED_VIA
121,4,SHIPPED_VIA
122,1,SHIPPED_VIA
123,6,SHIPPED_VIA
124,2,SHIPPED_VIA
125,10,SHIPPED_VIA
126,6,SHIPPED_VIA
127,3,SHIPPED_VIA
128,10,SHIPPED_VIA
129,6,SHIPPED_VIA
130,5,SHIPPED_VIA
131,9,SHIPPED_VIA
132,6,SHIPPED_VIA
133,9,SHIPPED_VIA
134,10,SHIPPED_VIA
135,10,SHIPPED_VIA
136,9,SHIPPED_VIA
137,6,SHIPPED_VIA
138,4,SHIPPED_VIA
139,9,SHIPPED_VIA
140,7,SHIPPED_VIA
141,7,SHIPPED_VIA
142,6,SHIPPED_VIA
143,10,SHIPPED_VIA
144,8,SHIPPED_VIA
145,2,SHIPPED_VIA
146,7,SHIPPED_VIA
147,4,SHIPPED_VIA
148,8,SHIPPED_VIA
149,10,SHIPPED_VIA
150,6,SHIPPED_VIA
151,10,SHIPPED_VIA
152,6,SHIPPED_VIA
153,2,SHIPPED_VIA
154,10,SHIPPED_VIA
155,9,SHIPPED_VIA
156,2,SHIPPED_VIA
157,8,SHIPPED_VIA
158,4,SHIPPED_VIA
159,7,SHIPPED_VIA
160,6,SHIPPED_VIA
161,10,SHIPPED_VIA
162,7,SHIPPED_VIA
163,3,SHIPPED_VIA
164,3,SHIPPED_VIA
165,8,SHIPPED_VIA
166,3,SHIPPED_VIA
167,10,SHIPPED_VIA
168,5,SHIPPED_VIA
169,8,SHIPPED_VIA
170,2,SHIPPED_VIA
171,10,SHIPPED_VIA
172,10,SHIPPED_VIA
173,9,SHIPPED_VIA
174,6,SHIPPED_VIA
175,9,SHIPPED_VIA
176,4,SHIPPED_VIA
177,8,SHIPPED_VIA
178,6,SHIPPED_VIA
179,6,SHIPPED_VIA
180,8,SHIPPED_VIA
181,9,SHIPPED_VIA
182,6,SHIPPED_VIA
183,9,SHIPPED_VIA
184,8,SHIPPED_VIA
185,7,SHIPPED_VIA
186,6,SHIPPED_VIA
187,3,SHIPPED_VIA
188,1,SHIPPED_VIA
189,3,SHIPPED_VIA
190,9,SHIPPED_VIA
191,6,SHIPPED_VIA
192,2,SHIPPED_VIA
193,1,SHIPPED_VIA
194,9,SHIPPED_VIA
195,7,SHIPPED_VIA
196,7,SHIPPED_VIA
197,6,SHIPPED_VIA
198,10,SHIPPED_VIA
199,7,SHIPPED_VIA
200,5,SHIPPED_VIA
201,2,SHIPPED_VIA
202,4,SHIPPED_VIA
203,1,SHIPPED_VIA
204,8,SHIPPED_VIA
205,4,SHIPPED_VIA
206,8,SHIPPED_VIA
207,4,SHIPPED_VIA
208,1,SHIPPED_VIA
209,3,SHIPPED_VIA
210,3,SHIPPED_VIA
211,5,SHIPPED_VIA
212,8,SHIPPED_VIA
213,5,SHIPPED_VIA
214,9,SHIPPED_VIA
215,4,SHIPPED_VIA
216,2,SHIPPED_VIA
217,5,SHIPPED_VIA
218,4,SHIPPED_VIA
219,3,SHIPPED_VIA
220,8,SHIPPED_VIA
221,9,SHIPPED_VIA
222,8,SHIPPED_VIA
223,8,SHIPPED_VIA
224,2,SHIPPED_VIA
225,2,SHIPPED_VIA
226,9,SHIPPED_VIA
227,7,SHIPPED_VIA
228,6,SHIPPED_VIA
229,5,SHIPPED_VIA
230,9,SHIPPED_VIA
231,9,SHIPPED_VIA
232,4,SHIPPED_VIA
233,2,SHIPPED_VIA
234,2,SHIPPED_VIA
235,1,SHIPPED_VIA
236,4,SHIPPED_VIA
237,5,SHIPPED_VIA
238,6,SHIPPED_VIA
239,4,SHIPPED_VIA
240,9,SHIPPED_VIA
241,4,SHIPPED_VIA
242,7,SHIPPED_VIA
243,7,SHIPPED_VIA
244,1,SHIPPED_VIA
245,9,SHIPPED_VIA
246,2,SHIPPED_VIA
247,1,SHIPPED_VIA
248,7,SHIPPED_VIA
249,5,SHIPPED_VIA
250,6,SHIPPED_VIA
251,10,SHIPPED_VIA
252,6,SHIPPED_VIA
253,9,SHIPPED_VIA
254,8,SHIPPED_VIA
255,7,SHIPPED_VIA
256,2,SHIPPED_VIA
257,3,SHIPPED_VIA
258,8,SHIPPED_VIA
259,10,SHIPPED_VIA
260,7,SHIPPED_VIA
261,10,SHIPPED_VIA
262,8,SHIPPED_VIA
263,3,SHIPPED_VIA
264,6,SHIPPED_VIA
265,7,SHIPPED_VIA
266,8,SHIPPED_VIA
267,7,SHIPPED_VIA
268,8,SHIPPED_VIA
269,8,SHIPPED_VIA
270,10,SHIPPED_VIA
271,10,SHIPPED_VIA
272,5,SHIPPED_VIA
273,9,SHIPPED_VIA
274,8,SHIPPED_VIA
275,5,SHIPPED_VIA
276,3,SHIPPED_VIA
277,2,SHIPPED_VIA
278,9,SHIPPED_VIA
279,2,SHIPPED_VIA
280,3,SHIPPED_VIA
281,3,SHIPPED_VIA
282,9,SHIPPED_VIA
283,3,SHIPPED_VIA
284,4,SHIPPED_VIA
285,8,SHIPPED_VIA
286,4,SHIPPED_VIA
287,5,SHIPPED_VIA
288,1,SHIPPED_VIA
289,5,SHIPPED_VIA
290,4,SHIPPED_VIA
291,10,SHIPPED_VIA
292,8,SHIPPED_VIA
293,3,SHIPPED_VIA
294,7,SHIPPED_VIA
295,1,SHIPPED_VIA
296,2,SHIPPED_VIA
297,2,SHIPPED_VIA
298,7,SHIPPED_VIA
299,8,SHIPPED_VIA
300,9,SHIPPED_VIA
301,9,SHIPPED_VIA
302,4,SHIPPED_VIA
303,8,SHIPPED_VIA
304,6,SHIPPED_VIA
305,8,SHIPPED_VIA
306,2,SHIPPED_VIA
307,6,SHIPPED_VIA
308,1,SHIPPED_VIA
309,5,SHIPPED_VIA
310,5,SHIPPED_VIA
311,10,SHIPPED_VIA
312,7,SHIPPED_VIA
313,5,SHIPPED_VIA
314,5,SHIPPED_VIA
315,10,SHIPPED_VIA
316,2,SHIPPED_VIA
317,2,SHIPPED_VIA
318,9,SHIPPED_VIA
319,1,SHIPPED_VIA
320,7,SHIPPED_VIA
321,10,SHIPPED_VIA
322,1,SHIPPED_VIA
323,4,SHIPPED_VIA
324,4,SHIPPED_VIA
325,1,SHIPPED_VIA
326,10,SHIPPED_VIA
327,8,SHIPPED_VIA
328,2,SHIPPED_VIA
329,1,SHIPPED_VIA
330,7,SHIPPED_VIA
331,10,SHIPPED_VIA
332,3,SHIPPED_VIA
333,7,SHIPPED_VIA
334,4,SHIPPED_VIA
335,5,SHIPPED_VIA
336,3,SHIPPED_VIA
337,6,SHIPPED_VIA
338,3,SHIPPED_VIA
339,10,SHIPPED_VIA
340,3,SHIPPED_VIA
341,1,SHIPPED_VIA
342,10,SHIPPED_VIA
343,7,SHIPPED_VIA
344,6,SHIPPED_VIA
345,10,SHIPPED_VIA
346,9,SHIPPED_VIA
347,2,SHIPPED_VIA
348,7,SHIPPED_VIA
349,4,SHIPPED_VIA
350,3,SHIPPED_VIA
351,4,SHIPPED_VIA
352,7,SHIPPED_VIA
353,1,SHIPPED_VIA
354,10,SHIPPED_VIA
355,5,SHIPPED_VIA
356,2,SHIPPED_VIA
357,3,SHIPPED_VIA
358,4,SHIPPED_VIA
359,1,SHIPPED_VIA
360,6,SHIPPED_VIA
361,6,SHIPPED_VIA
362,9,SHIPPED_VIA
363,5,SHIPPED_VIA
364,2,SHIPPED_VIA
365,3,SHIPPED_VIA
366,5,SHIPPED_VIA
367,3,SHIPPED_VIA
368,6,SHIPPED_VIA
369,4,SHIPPED_VIA
370,4,SHIPPED_VIA
371,2,SHIPPED_VIA
372,2,SHIPPED_VIA
373,10,SHIPPED_VIA
374,6,SHIPPED_VIA
375,3,SHIPPED_VIA
376,6,SHIPPED_VIA
377,10,SHIPPED_VIA
378,8,SHIPPED_VIA
379,1,SHIPPED_VIA
380,2,SHIPPED_VIA
381,7,SHIPPED_VIA
382,1,SHIPPED_VIA
383,6,SHIPPED_VIA
384,7,SHIPPED_VIA
385,6,SHIPPED_VIA
386,4,SHIPPED_VIA
387,9,SHIPPED_VIA
388,1,SHIPPED_VIA
389,5,SHIPPED_VIA
390,3,SHIPPED_VIA
391,8,SHIPPED_VIA
392,8,SHIPPED_VIA
393,9,SHIPPED_VIA
394,3,SHIPPED_VIA
395,7,SHIPPED_VIA
396,3,SHIPPED_VIA
397,6,SHIPPED_VIA
398,1,SHIPPED_VIA
399,9,SHIPPED_VIA
400,10,SHIPPED_VIA
401,5,SHIPPED_VIA
402,8,SHIPPED_VIA
403,3,SHIPPED_VIA
404,4,SHIPPED_VIA
405,1,SHIPPED_VIA
406,8,SHIPPED_VIA
407,3,SHIPPED_VIA
408,7,SHIPPED_VIA
409,10,SHIPPED_VIA
410,2,SHIPPED_VIA
411,6,SHIPPED_VIA
412,8,SHIPPED_VIA
413,3,SHIPPED_VIA
414,7,SHIPPED_VIA
415,4,SHIPPED_VIA
416,5,SHIPPED_VIA
417,4,SHIPPED_VIA
418,9,SHIPPED_VIA
419,1,SHIPPED_VIA
420,5,SHIPPED_VIA
421,6,SHIPPED_VIA
422,1,SHIPPED_VIA
423,4,SHIPPED_VIA
424,2,SHIPPED_VIA
425,6,SHIPPED_VIA
426,5,SHIPPED_VIA
427,9,SHIPPED_VIA
428,3,SHIPPED_VIA
429,4,SHIPPED_VIA
430,7,SHIPPED_VIA
431,3,SHIPPED_VIA
432,10,SHIPPED_VIA
433,3,SHIPPED_VIA
434,1,SHIPPED_VIA
435,9,SHIPPED_VIA
436,6,SHIPPED_VIA
437,9,SHIPPED_VIA
438,10,SHIPPED_VIA
439,8,SHIPPED_VIA
440,8,SHIPPED_VIA
441,2,SHIPPED_VIA
442,5,SHIPPED_VIA
443,7,SHIPPED_VIA
444,7,SHIPPED_VIA
445,8,SHIPPED_VIA
446,2,SHIPPED_VIA
447,1,SHIPPED_VIA
448,8,SHIPPED_VIA
449,2,SHIPPED_VIA
450,6,SHIPPED_VIA
451,1,SHIPPED_VIA
452,8,SHIPPED_VIA
453,1,SHIPPED_VIA
454,10,SHIPPED_VIA
455,1,SHIPPED_VIA
456,1,SHIPPED_VIA
457,3,SHIPPED_VIA
458,3,SHIPPED_VIA
459,1,SHIPPED_VIA
460,4,SHIPPED_VIA
461,1,SHIPPED_VIA
462,1,SHIPPED_VIA
463,8,SHIPPED_VIA
464,3,SHIPPED_VIA
465,9,SHIPPED_VIA
466,6,SHIPPED_VIA
467,4,SHIPPED_VIA
468,10,SHIPPED_VIA
469,1,SHIPPED_VIA
470,2,SHIPPED_VIA
471,7,SHIPPED_VIA
472,7,SHIPPED_VIA
473,4,SHIPPED_VIA
474,10,SHIPPED_VIA
475,2,SHIPPED_VIA
476,8,SHIPPED_VIA
477,9,SHIPPED_VIA
478,6,SHIPPED_VIA
479,5,SHIPPED_VIA
480,6,SHIPPED_VIA
481,10,SHIPPED_VIA
482,2,SHIPPED_VIA
483,9,SHIPPED_VIA
484,5,SHIPPED_VIA
485,1,SHIPPED_VIA
486,2,SHIPPED_VIA
487,8,SHIPPED_VIA
488,10,SHIPPED_VIA
489,6,SHIPPED_VIA
490,3,SHIPPED_VIA
491,6,SHIPPED_VIA
492,4,SHIPPED_VIA
493,2,SHIPPED_VIA
494,2,SHIPPED_VIA
495,1,SHIPPED_VIA
496,2,SHIPPED_VIA
497,6,SHIPPED_VIA
498,6,SHIPPED_VIA
499,10,SHIPPED_VIA
500,8,SHIPPED_VIA
501,3,SHIPPED_VIA
502,2,SHIPPED_VIA
503,1,SHIPPED_VIA
504,10,SHIPPED_VIA
505,9,SHIPPED_VIA
506,9,SHIPPED_VIA
507,8,SHIPPED_VIA
508,9,SHIPPED_VIA
509,9,SHIPPED_VIA
510,1,SHIPPED_VIA
511,7,SHIPPED_VIA
512,8,SHIPPED_VIA
513,6,SHIPPED_VIA
514,5,SHIPPED_VIA
515,3,SHIPPED_VIA
516,5,SHIPPED_VIA
517,10,SHIPPED_VIA
518,6,SHIPPED_VIA
519,3,SHIPPED_VIA
520,3,SHIPPED_VIA
521,6,SHIPPED_VIA
522,8,SHIPPED_VIA
523,1,SHIPPED_VIA
524,7,SHIPPED_VIA
525,10,SHIPPED_VIA
526,5,SHIPPED_VIA
527,8,SHIPPED_VIA
528,5,SHIPPED_VIA
529,6,SHIPPED_VIA
530,7,SHIPPED_VIA
531,2,SHIPPED_VIA
532,1,SHIPPED_VIA
533,7,SHIPPED_VIA
534,7,SHIPPED_VIA
535,9,SHIPPED_VIA
536,3,SHIPPED_VIA
537,6,SHIPPED_VIA
538,3,SHIPPED_VIA
539,1,SHIPPED_VIA
540,1,SHIPPED_VIA
541,2,SHIPPED_VIA
542,2,SHIPPED_VIA
543,2,SHIPPED_VIA
544,1,SHIPPED_VIA
545,10,SHIPPED_VIA
546,5,SHIPPED_VIA
547,8,SHIPPED_VIA
548,9,SHIPPED_VIA
549,4,SHIPPED_VIA
550,2,SHIPPED_VIA
551,5,SHIPPED_VIA
552,1,SHIPPED_VIA
553,9,SHIPPED_VIA
554,10,SHIPPED_VIA
555,9,SHIPPED_VIA
556,2,SHIPPED_VIA
557,3,SHIPPED_VIA
558,1,SHIPPED_VIA
559,10,SHIPPED_VIA
560,8,SHIPPED_VIA
561,10,SHIPPED_VIA
562,8,SHIPPED_VIA
563,2,SHIPPED_VIA
564,2,SHIPPED_VIA
565,2,SHIPPED_VIA
566,8,SHIPPED_VIA
567,5,SHIPPED_VIA
568,3,SHIPPED_VIA
569,4,SHIPPED_VIA
570,1,SHIPPED_VIA
571,3,SHIPPED_VIA
572,6,SHIPPED_VIA
573,6,SHIPPED_VIA
574,9,SHIPPED_VIA
575,1,SHIPPED_VIA
576,9,SHIPPED_VIA
577,10,SHIPPED_VIA
578,2,SHIPPED_VIA
579,5,SHIPPED_VIA
580,10,SHIPPED_VIA
581,3,SHIPPED_VIA
582,4,SHIPPED_VIA
583,9,SHIPPED_VIA
584,2,SHIPPED_VIA
585,7,SHIPPED_VIA
586,5,SHIPPED_VIA
587,9,SHIPPED_VIA
588,7,SHIPPED_VIA
589,9,SHIPPED_VIA
590,3,SHIPPED_VIA
591,3,SHIPPED_VIA
592,4,SHIPPED_VIA
593,8,SHIPPED_VIA
594,8,SHIPPED_VIA
595,8,SHIPPED_VIA
596,1,SHIPPED_VIA
597,6,SHIPPED_VIA
598,7,SHIPPED_VIA
599,10,SHIPPED_VIA
600,1,SHIPPED_VIA
601,2,SHIPPED_VIA
602,5,SHIPPED_VIA
603,4,SHIPPED_VIA
604,3,SHIPPED_VIA
605,2,SHIPPED_VIA
606,2,SHIPPED_VIA
607,8,SHIPPED_VIA
608,6,SHIPPED_VIA
609,2,SHIPPED_VIA
610,1,SHIPPED_VIA
611,2,SHIPPED_VIA
612,9,SHIPPED_VIA
613,3,SHIPPED_VIA
614,9,SHIPPED_VIA
615,1,SHIPPED_VIA
616,7,SHIPPED_VIA
617,4,SHIPPED_VIA
618,1,SHIPPED_VIA
619,1,SHIPPED_VIA
620,3,SHIPPED_VIA
621,4,SHIPPED_VIA
622,8,SHIPPED_VIA
623,4,SHIPPED_VIA
624,3,SHIPPED_VIA
625,3,SHIPPED_VIA
626,7,SHIPPED_VIA
627,2,SHIPPED_VIA
628,7,SHIPPED_VIA
629,2,SHIPPED_VIA
630,8,SHIPPED_VIA
631,9,SHIPPED_VIA
632,2,SHIPPED_VIA
633,10,SHIPPED_VIA
634,9,SHIPPED_VIA
635,4,SHIPPED_VIA
636,7,SHIPPED_VIA
637,9,SHIPPED_VIA
638,9,SHIPPED_VIA
639,7,SHIPPED_VIA
640,6,SHIPPED_VIA
641,1,SHIPPED_VIA
642,7,SHIPPED_VIA
643,6,SHIPPED_VIA
644,5,SHIPPED_VIA
645,3,SHIPPED_VIA
646,9,SHIPPED_VIA
647,4,SHIPPED_VIA
648,7,SHIPPED_VIA
649,10,SHIPPED_VIA
650,1,SHIPPED_VIA
651,10,SHIPPED_VIA
652,9,SHIPPED_VIA
653,8,SHIPPED_VIA
654,2,SHIPPED_VIA
655,3,SHIPPED_VIA
656,6,SHIPPED_VIA
657,1,SHIPPED_VIA
658,7,SHIPPED_VIA
659,7,SHIPPED_VIA
660,3,SHIPPED_VIA
661,2,SHIPPED_VIA
662,4,SHIPPED_VIA
663,7,SHIPPED_VIA
664,4,SHIPPED_VIA
665,4,SHIPPED_VIA
666,4,SHIPPED_VIA
667,4,SHIPPED_VIA
668,6,SHIPPED_VIA
669,2,SHIPPED_VIA
670,8,SHIPPED_VIA
671,7,SHIPPED_VIA
672,6,SHIPPED_VIA
673,5,SHIPPED_VIA
674,10,SHIPPED_VIA
675,6,SHIPPED_VIA
676,4,SHIPPED_VIA
677,3,SHIPPED_VIA
678,7,SHIPPED_VIA
679,9,SHIPPED_VIA
680,4,SHIPPED_VIA
681,6,SHIPPED_VIA
682,4,SHIPPED_VIA
683,2,SHIPPED_VIA
684,2,SHIPPED_VIA
685,7,SHIPPED_VIA
686,8,SHIPPED_VIA
687,7,SHIPPED_VIA
688,4,SHIPPED_VIA
689,1,SHIPPED_VIA
690,10,SHIPPED_VIA
691,2,SHIPPED_VIA
692,7,SHIPPED_VIA
693,1,SHIPPED_VIA
694,7,SHIPPED_VIA
695,7,SHIPPED_VIA
696,3,SHIPPED_VIA
697,4,SHIPPED_VIA
698,4,SHIPPED_VIA
699,2,SHIPPED_VIA
700,10,SHIPPED_VIA
701,1,SHIPPED_VIA
702,1,SHIPPED_VIA
703,2,SHIPPED_VIA
704,5,SHIPPED_VIA
705,6,SHIPPED_VIA
706,3,SHIPPED_VIA
707,1,SHIPPED_VIA
708,9,SHIPPED_VIA
709,5,SHIPPED_VIA
710,8,SHIPPED_VIA
711,7,SHIPPED_VIA
712,2,SHIPPED_VIA
713,5,SHIPPED_VIA
714,3,SHIPPED_VIA
715,4,SHIPPED_VIA
716,1,SHIPPED_VIA
717,5,SHIPPED_VIA
718,8,SHIPPED_VIA
719,1,SHIPPED_VIA
720,6,SHIPPED_VIA
721,8,SHIPPED_VIA
722,2,SHIPPED_VIA
723,8,SHIPPED_VIA
724,3,SHIPPED_VIA
725,3,SHIPPED_VIA
726,8,SHIPPED_VIA
727,9,SHIPPED_VIA
728,8,SHIPPED_VIA
729,6,SHIPPED_VIA
730,10,SHIPPED_VIA
731,8,SHIPPED_VIA
732,6,SHIPPED_VIA
733,6,SHIPPED_VIA
734,10,SHIPPED_VIA
735,8,SHIPPED_VIA
736,5,SHIPPED_VIA
737,9,SHIPPED_VIA
738,5,SHIPPED_VIA
739,10,SHIPPED_VIA
740,7,SHIPPED_VIA
741,3,SHIPPED_VIA
742,1,SHIPPED_VIA
743,4,SHIPPED_VIA
744,1,SHIPPED_VIA
745,6,SHIPPED_VIA
746,7,SHIPPED_VIA
747,4,SHIPPED_VIA
748,3,SHIPPED_VIA
749,2,SHIPPED_VIA
750,4,SHIPPED_VIA
751,8,SHIPPED_VIA
752,10,SHIPPED_VIA
753,9,SHIPPED_VIA
754,8,SHIPPED_VIA
755,8,SHIPPED_VIA
756,7,SHIPPED_VIA
757,5,SHIPPED_VIA
758,10,SHIPPED_VIA
759,5,SHIPPED_VIA
760,5,SHIPPED_VIA
761,7,SHIPPED_VIA
762,9,SHIPPED_VIA
763,5,SHIPPED_VIA
764,2,SHIPPED_VIA
765,10,SHIPPED_VIA
766,9,SHIPPED_VIA
767,6,SHIPPED_VIA
768,7,SHIPPED_VIA
769,10,SHIPPED_VIA
770,5,SHIPPED_VIA
771,6,SHIPPED_VIA
772,10,SHIPPED_VIA
773,2,SHIPPED_VIA
774,6,SHIPPED_VIA
775,9,SHIPPED_VIA
776,1,SHIPPED_VIA
777,10,SHIPPED_VIA
778,8,SHIPPED_VIA
779,1,SHIPPED_VIA
780,4,SHIPPED_VIA
781,1,SHIPPED_VIA
782,1,SHIPPED_VIA
783,6,SHIPPED_VIA
784,2,SHIPPED_VIA
785,10,SHIPPED_VIA
786,3,SHIPPED_VIA
787,8,SHIPPED_VIA
788,5,SHIPPED_VIA
789,2,SHIPPED_VIA
790,2,SHIPPED_VIA
791,6,SHIPPED_VIA
792,8,SHIPPED_VIA
793,1,SHIPPED_VIA
794,5,SHIPPED_VIA
795,5,SHIPPED_VIA
796,8,SHIPPED_VIA
797,10,SHIPPED_VIA
798,10,SHIPPED_VIA
799,5,SHIPPED_VIA
800,6,SHIPPED_VIA
801,9,SHIPPED_VIA
802,4,SHIPPED_VIA
803,9,SHIPPED_VIA
804,9,SHIPPED_VIA
805,3,SHIPPED_VIA
806,7,SHIPPED_VIA
807,5,SHIPPED_VIA
808,2,SHIPPED_VIA
809,1,SHIPPED_VIA
810,1,SHIPPED_VIA
811,3,SHIPPED_VIA
812,2,SHIPPED_VIA
813,4,SHIPPED_VIA
814,5,SHIPPED_VIA
815,9,SHIPPED_VIA
816,1,SHIPPED_VIA
817,1,SHIPPED_VIA
818,7,SHIPPED_VIA
819,3,SHIPPED_VIA
820,6,SHIPPED_VIA
821,7,SHIPPED_VIA
822,7,SHIPPED_VIA
823,5,SHIPPED_VIA
824,7,SHIPPED_VIA
825,3,SHIPPED_VIA
826,9,SHIPPED_VIA
827,7,SHIPPED_VIA
828,2,SHIPPED_VIA
829,7,SHIPPED_VIA
830,1,SHIPPED_VIA
831,5,SHIPPED_VIA
832,6,SHIPPED_VIA
833,4,SHIPPED_VIA
834,1,SHIPPED_VIA
835,10,SHIPPED_VIA
836,9,SHIPPED_VIA
837,10,SHIPPED_VIA
838,10,SHIPPED_VIA
839,8,SHIPPED_VIA
840,6,SHIPPED_VIA
841,7,SHIPPED_VIA
842,4,SHIPPED_VIA
843,8,SHIPPED_VIA
844,1,SHIPPED_VIA
845,6,SHIPPED_VIA
846,2,SHIPPED_VIA
847,7,SHIPPED_VIA
848,6,SHIPPED_VIA
849,8,SHIPPED_VIA
850,4,SHIPPED_VIA
851,3,SHIPPED_VIA
852,4,SHIPPED_VIA
853,5,SHIPPED_VIA
854,6,SHIPPED_VIA
855,8,SHIPPED_VIA
856,9,SHIPPED_VIA
857,8,SHIPPED_VIA
858,5,SHIPPED_VIA
859,7,SHIPPED_VIA
860,4,SHIPPED_VIA
861,7,SHIPPED_VIA
862,4,SHIPPED_VIA
863,1,SHIPPED_VIA
864,3,SHIPPED_VIA
865,5,SHIPPED_VIA
866,2,SHIPPED_VIA
867,8,SHIPPED_VIA
868,7,SHIPPED_VIA
869,2,SHIPPED_VIA
870,3,SHIPPED_VIA
871,10,SHIPPED_VIA
872,8,SHIPPED_VIA
873,1,SHIPPED_VIA
874,1,SHIPPED_VIA
875,2,SHIPPED_VIA
876,2,SHIPPED_VIA
877,8,SHIPPED_VIA
878,8,SHIPPED_VIA
879,8,SHIPPED_VIA
880,9,SHIPPED_VIA
881,9,SHIPPED_VIA
882,1,SHIPPED_VIA
883,8,SHIPPED_VIA
884,10,SHIPPED_VIA
885,2,SHIPPED_VIA
886,9,SHIPPED_VIA
887,8,SHIPPED_VIA
888,5,SHIPPED_VIA
889,8,SHIPPED_VIA
890,8,SHIPPED_VIA
891,5,SHIPPED_VIA
892,2,SHIPPED_VIA
893,4,SHIPPED_VIA
894,1,SHIPPED_VIA
895,1,SHIPPED_VIA
896,8,SHIPPED_VIA
897,10,SHIPPED_VIA
898,5,SHIPPED_VIA
899,10,SHIPPED_VIA
900,4,SHIPPED_VIA
901,4,SHIPPED_VIA
902,10,SHIPPED_VIA
903,4,SHIPPED_VIA
904,1,SHIPPED_VIA
905,7,SHIPPED_VIA
906,6,SHIPPED_VIA
907,7,SHIPPED_VIA
908,8,SHIPPED_VIA
909,4,SHIPPED_VIA
910,7,SHIPPED_VIA
911,1,SHIPPED_VIA
912,7,SHIPPED_VIA
913,3,SHIPPED_VIA
914,1,SHIPPED_VIA
915,1,SHIPPED_VIA
916,8,SHIPPED_VIA
917,1,SHIPPED_VIA
918,7,SHIPPED_VIA
919,3,SHIPPED_VIA
920,1,SHIPPED_VIA
921,9,SHIPPED_VIA
922,4,SHIPPED_VIA
923,8,SHIPPED_VIA
924,1,SHIPPED_VIA
925,2,SHIPPED_VIA
926,4,SHIPPED_VIA
927,5,SHIPPED_VIA
928,2,SHIPPED_VIA
929,1,SHIPPED_VIA
